Area,Area Type,Indicator,Indicator Type,Year,Year Type,Measure Type,Value,Rate
Midlothian,Council Area,Total Net mIgration (16-64),Flow,2010,Mid-Year,Count,133,1.614861583
Moray,Council Area,Total Net mIgration (16-64),Flow,2010,Mid-Year,Count,-51,-0.544348383
Na h-Eileanan Siar,Council Area,Total Net mIgration (16-64),Flow,2010,Mid-Year,Count,86,3.115942029
North Ayrshire,Council Area,Total Net mIgration (16-64),Flow,2010,Mid-Year,Count,-218,-1.582002903
North Lanarkshire,Council Area,Total Net mIgration (16-64),Flow,2010,Mid-Year,Count,-358,-1.064589033
Orkney,Health Board,Total Net mIgration (16-64),Flow,2010,Mid-Year,Count,98,4.618284637
Orkney Islands,Council Area,Total Net mIgration (16-64),Flow,2010,Mid-Year,Count,98,4.618284637
Perth and Kinross,Council Area,Total Net mIgration (16-64),Flow,2010,Mid-Year,Count,1363,9.361263736
Renfrewshire,Council Area,Total Net mIgration (16-64),Flow,2010,Mid-Year,Count,364,2.09556707
SCOTLAND,Council Area,Total Net mIgration (16-64),Flow,2010,Mid-Year,Count,22931,4.357683098
SCOTLAND,Health Board,Total Net mIgration (16-64),Flow,2010,Mid-Year,Count,22931,4.357683098
Scottish Borders,Council Area,Total Net mIgration (16-64),Flow,2010,Mid-Year,Count,146,1.284080915
Shetland,Health Board,Total Net mIgration (16-64),Flow,2010,Mid-Year,Count,114,4.943625325
Shetland Islands,Council Area,Total Net mIgration (16-64),Flow,2010,Mid-Year,Count,114,4.943625325
South Ayrshire,Council Area,Total Net mIgration (16-64),Flow,2010,Mid-Year,Count,267,2.371225577
South Lanarkshire,Council Area,Total Net mIgration (16-64),Flow,2010,Mid-Year,Count,470,1.500734402
Stirling,Council Area,Total Net mIgration (16-64),Flow,2010,Mid-Year,Count,684,7.638190955
Tayside,Health Board,Total Net mIgration (16-64),Flow,2010,Mid-Year,Count,2668,6.554155305
West Dunbartonshire,Council Area,Total Net mIgration (16-64),Flow,2010,Mid-Year,Count,-208,-2.290748899
West Lothian,Council Area,Total Net mIgration (16-64),Flow,2010,Mid-Year,Count,36,0.206789592
Western Isles,Health Board,Total Net mIgration (16-64),Flow,2010,Mid-Year,Count,86,3.115942029
Aberdeen City,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,2859,12.85174863
Aberdeenshire,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,975,3.843879361
Angus,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,-35,-0.301204819
Argyll and Bute,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,181,2.03530867
Ayrshire and Arran,Health Board,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,350,0.936429795
Borders,Health Board,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,370,3.249034071
City of Edinburgh,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,7825,16.37234799
Clackmannanshire,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,-18,-0.349514563
Dumfries and Galloway,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,230,1.519054224
Dumfries and Galloway,Health Board,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,230,1.519054224
Dundee City,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,1603,10.88994565
East Ayrshire,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,15,0.122259353
East Dunbartonshire,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,-312,-2.971428571
East Lothian,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,199,1.991593275
East Renfrewshire,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,-117,-1.288404361
Falkirk,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,889,5.6896
Fife,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,1618,4.429236244
Fife,Health Board,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,1614,4.41828634
Forth Valley,Health Board,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,1688,5.662909286
Glasgow City,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,6127,10.33116379
Grampian,Health Board,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,3720,6.5311282
Greater Glasgow and Clyde,Health Board,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,5781,5.091597675
Highland,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,667,2.865982039
Highland,Health Board,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,848,2.636324069
Inverclyde,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,-265,-3.262743167
Lanarkshire,Health Board,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,191,0.29311562
Lothian,Health Board,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,8444,10.09311388
Midlothian,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,302,3.618933493
Moray,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,-114,-1.219642666
Na h-Eileanan Siar,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,12,0.433369447
North Ayrshire,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,11,0.079658194
North Lanarkshire,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,-81,-0.239843657
Orkney,Health Board,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,85,3.968253968
Orkney Islands,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,85,3.968253968
Perth and Kinross,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,1255,8.546135512
Renfrewshire,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,408,2.335432169
SCOTLAND,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,26224,4.948017887
SCOTLAND,Health Board,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,26224,4.948017887
Scottish Borders,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,370,3.249034071
Shetland,Health Board,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,64,2.753872633
Shetland Islands,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,64,2.753872633
South Ayrshire,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,324,2.867764206
South Lanarkshire,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,335,1.06721886
Stirling,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,817,9.044614192
Tayside,Health Board,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,2827,6.890920171
West Dunbartonshire,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,-123,-1.357466063
West Lothian,Council Area,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,118,0.673131774
Western Isles,Health Board,Total Net mIgration (16-64),Flow,2011,Mid-Year,Count,12,0.433369447
Aberdeen City,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,1987,8.834644969
Aberdeenshire,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,924,3.615589294
Angus,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,137,1.17879883
Argyll and Bute,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,-128,-1.472787942
Ayrshire and Arran,Health Board,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,-414,-1.109265313
Borders,Health Board,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,13,0.114315864
City of Edinburgh,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,4018,8.325218076
Clackmannanshire,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,-198,-3.861154446
Dumfries and Galloway,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,-75,-0.497215593
Dumfries and Galloway,Health Board,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,-75,-0.497215593
Dundee City,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,730,4.939775342
East Ayrshire,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,-93,-0.757760939
East Dunbartonshire,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,-157,-1.482810729
East Lothian,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,511,5.066428713
East Renfrewshire,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,-100,-1.098418278
Falkirk,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,346,2.206632653
Fife,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,474,1.294339314
Fife,Health Board,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,474,1.294339314
Forth Valley,Health Board,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,678,2.266876191
Glasgow City,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,2536,4.261683499
Grampian,Health Board,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,3014,5.256365539
Greater Glasgow and Clyde,Health Board,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,1487,1.307459642
Highland,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,187,0.802954184
Highland,Health Board,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,59,0.184490306
Inverclyde,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,-305,-3.779898377
Lanarkshire,Health Board,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,-230,-0.352641747
Lothian,Health Board,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,4960,5.878588191
Midlothian,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,343,4.071699905
Moray,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,103,1.108361132
Na h-Eileanan Siar,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,-26,-0.943396226
North Ayrshire,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,-476,-3.460056698
North Lanarkshire,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,-279,-0.82571251
Orkney,Health Board,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,70,3.251277288
Orkney Islands,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,70,3.251277288
Perth and Kinross,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,644,4.35900907
Renfrewshire,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,-323,-1.853126793
SCOTLAND,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,11462,2.157106293
SCOTLAND,Health Board,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,11462,2.157106293
Scottish Borders,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,13,0.114315864
Shetland,Health Board,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,-59,-2.542007755
Shetland Islands,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,-59,-2.542007755
South Ayrshire,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,155,1.372653206
South Lanarkshire,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,49,0.155887125
Stirling,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,530,5.823535875
Tayside,Health Board,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,1511,3.669791616
West Dunbartonshire,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,-164,-1.81536418
West Lothian,Council Area,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,88,0.499971593
Western Isles,Health Board,Total Net mIgration (16-64),Flow,2012,Mid-Year,Count,-26,-0.943396226
Aberdeen City,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,2079,9.155766944
Aberdeenshire,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,1039,4.030725065
Angus,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,-36,-0.3095709
Argyll and Bute,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,-76,-0.86314594
Ayrshire and Arran,Health Board,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,-317,-0.851601118
Borders,Health Board,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,175,1.536705304
City of Edinburgh,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,3149,6.460017232
Clackmannanshire,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,-119,-2.320592824
Dumfries and Galloway,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,19,0.126430663
Dumfries and Galloway,Health Board,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,19,0.126430663
Dundee City,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,395,2.667116813
East Ayrshire,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,-132,-1.078167116
East Dunbartonshire,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,-177,-1.672335601
East Lothian,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,313,3.087089457
East Renfrewshire,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,-24,-0.262209112
Falkirk,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,226,1.438024943
Fife,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,121,0.329790134
Fife,Health Board,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,121,0.329790134
Forth Valley,Health Board,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,333,1.111222345
Glasgow City,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,1679,2.814658352
Grampian,Health Board,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,3520,6.077348066
Greater Glasgow and Clyde,Health Board,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,705,0.619551462
Highland,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,-30,-0.128794058
Highland,Health Board,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,-106,-0.330238644
Inverclyde,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,-195,-2.427184466
Lanarkshire,Health Board,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,-103,-0.157832636
Lothian,Health Board,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,3484,4.100174175
Midlothian,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,443,5.229606894
Moray,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,402,4.26027978
Na h-Eileanan Siar,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,-20,-0.729927007
North Ayrshire,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,-333,-2.431721922
North Lanarkshire,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,-407,-1.204926283
Orkney,Health Board,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,39,1.80890538
Orkney Islands,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,39,1.80890538
Perth and Kinross,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,81,0.548149151
Renfrewshire,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,-321,-1.845994594
SCOTLAND,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,8267,1.551701485
SCOTLAND,Health Board,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,8267,1.551701485
Scottish Borders,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,175,1.536705304
Shetland,Health Board,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,-23,-0.99137931
Shetland Islands,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,-23,-0.99137931
South Ayrshire,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,148,1.311243023
South Lanarkshire,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,304,0.965661828
Stirling,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,226,2.477255289
Tayside,Health Board,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,440,1.067546584
West Dunbartonshire,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,-257,-2.861915367
West Lothian,Council Area,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,-421,-2.389872843
Western Isles,Health Board,Total Net mIgration (16-64),Flow,2013,Mid-Year,Count,-20,-0.729927007
Aberdeen City,Council Area,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,1928,8.422156212
Aberdeenshire,Council Area,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,1374,5.273864814
Angus,Council Area,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,394,3.375021415
Argyll and Bute,Council Area,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,-269,-3.069024529
Ayrshire and Arran,Health Board,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,-433,-1.166675648
Borders,Health Board,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,173,1.517011575
City of Edinburgh,Council Area,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,3621,7.350642496
Clackmannanshire,Council Area,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,-73,-1.426059777
Dumfries and Galloway,Council Area,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,105,0.700186716
Dumfries and Galloway,Health Board,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,105,0.700186716
Dundee City,Council Area,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,154,1.039627354
East Ayrshire,Council Area,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,-76,-0.622287726
East Dunbartonshire,Council Area,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,339,3.176834411
East Lothian,Council Area,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,374,3.663434225
East Renfrewshire,Council Area,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,230,2.488908127
Falkirk,Council Area,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,318,2.016614877
Fife,Council Area,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,363,0.988427502
Fife,Health Board,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,363,0.988427502
Forth Valley,Health Board,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,480,1.597869507
Glasgow City,Council Area,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,3303,5.508304983
Grampian,Health Board,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,3500,5.990893841
Greater Glasgow and Clyde,Health Board,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,3839,3.359910379
Highland,Council Area,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,172,0.737944054
Highland,Health Board,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,-97,-0.30243507
Inverclyde,Council Area,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,-236,-2.954061835
Lanarkshire,Health Board,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,180,0.275524261
Lothian,Health Board,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,4944,5.761431968
Midlothian,Council Area,Total Net mIgration (16-64),Flow,2014,Mid-Year,Count,753,8.733472512
